laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN2713900000000,27,139,"Scott County, MN",2010,"74,150","69,064","5,086",6.9
CN2714100000000,27,141,"Sherburne County, MN",2010,"48,989","44,866","4,123",8.4
CN2714300000000,27,143,"Sibley County, MN",2010,"8,506","7,836",670,7.9
CN2714500000000,27,145,"Stearns County, MN",2010,"85,674","79,494","6,180",7.2
CN2714700000000,27,147,"Steele County, MN",2010,"21,063","19,426","1,637",7.8
CN2714900000000,27,149,"Stevens County, MN",2010,"5,547","5,238",309,5.6
CN2715100000000,27,151,"Swift County, MN",2010,"5,239","4,815",424,8.1
CN2715300000000,27,153,"Todd County, MN",2010,"13,519","12,471","1,048",7.8
CN2715500000000,27,155,"Traverse County, MN",2010,"1,881","1,764",117,6.2
CN2715700000000,27,157,"Wabasha County, MN",2010,"12,107","11,242",865,7.1
CN2715900000000,27,159,"Wadena County, MN",2010,"6,483","5,822",661,10.2
CN2716100000000,27,161,"Waseca County, MN",2010,"10,577","9,786",791,7.5
CN2716300000000,27,163,"Washington County, MN",2010,"132,046","123,188","8,858",6.7
CN2716500000000,27,165,"Watonwan County, MN",2010,"6,311","5,850",461,7.3
CN2716700000000,27,167,"Wilkin County, MN",2010,"3,822","3,613",209,5.5
CN2716900000000,27,169,"Winona County, MN",2010,"29,217","27,196","2,021",6.9
CN2717100000000,27,171,"Wright County, MN",2010,"70,095","64,461","5,634",8.0
CN2717300000000,27,173,"Yellow Medicine County, MN",2010,"5,878","5,508",370,6.3
CN2800100000000,28,1,"Adams County, MS",2010,"12,608","11,162","1,446",11.5
CN2800300000000,28,3,"Alcorn County, MS",2010,"15,721","13,906","1,815",11.5
CN2800500000000,28,5,"Amite County, MS",2010,"4,979","4,385",594,11.9
CN2800700000000,28,7,"Attala County, MS",2010,"7,955","6,957",998,12.5
CN2800900000000,28,9,"Benton County, MS",2010,"3,273","2,865",408,12.5
CN2801100000000,28,11,"Bolivar County, MS",2010,"14,909","13,212","1,697",11.4
CN2801300000000,28,13,"Calhoun County, MS",2010,"7,025","6,376",649,9.2
CN2801500000000,28,15,"Carroll County, MS",2010,"3,834","3,330",504,13.1
CN2801700000000,28,17,"Chickasaw County, MS",2010,"7,944","6,989",955,12.0
CN2801900000000,28,19,"Choctaw County, MS",2010,"3,766","3,322",444,11.8
CN2802100000000,28,21,"Claiborne County, MS",2010,"3,580","2,982",598,16.7
CN2802300000000,28,23,"Clarke County, MS",2010,"6,606","5,776",830,12.6
CN2802500000000,28,25,"Clay County, MS",2010,"8,682","7,257","1,425",16.4
CN2802700000000,28,27,"Coahoma County, MS",2010,"10,480","9,044","1,436",13.7
CN2802900000000,28,29,"Copiah County, MS",2010,"11,991","10,622","1,369",11.4
CN2803100000000,28,31,"Covington County, MS",2010,"8,235","7,402",833,10.1
CN2803300000000,28,33,"DeSoto County, MS",2010,"79,619","73,681","5,938",7.5
CN2803500000000,28,35,"Forrest County, MS",2010,"34,083","30,756","3,327",9.8
CN2803700000000,28,37,"Franklin County, MS",2010,"3,234","2,866",368,11.4
CN2803900000000,28,39,"George County, MS",2010,"8,759","7,753","1,006",11.5
CN2804100000000,28,41,"Greene County, MS",2010,"4,580","4,034",546,11.9
CN2804300000000,28,43,"Grenada County, MS",2010,"9,433","8,342","1,091",11.6
CN2804500000000,28,45,"Hancock County, MS",2010,"19,653","17,887","1,766",9.0
CN2804700000000,28,47,"Harrison County, MS",2010,"88,745","80,951","7,794",8.8
CN2804900000000,28,49,"Hinds County, MS",2010,"113,892","102,705","11,187",9.8
CN2805100000000,28,51,"Holmes County, MS",2010,"6,848","5,506","1,342",19.6
CN2805300000000,28,53,"Humphreys County, MS",2010,"3,482","2,882",600,17.2
CN2805500000000,28,55,"Issaquena County, MS",2010,525,440,85,16.2
CN2805700000000,28,57,"Itawamba County, MS",2010,"10,355","9,188","1,167",11.3
CN2805900000000,28,59,"Jackson County, MS",2010,"64,425","58,293","6,132",9.5
CN2806100000000,28,61,"Jasper County, MS",2010,"7,013","6,154",859,12.2
CN2806300000000,28,63,"Jefferson County, MS",2010,"2,472","2,007",465,18.8
CN2806500000000,28,65,"Jefferson Davis County, MS",2010,"4,609","3,961",648,14.1
CN2806700000000,28,67,"Jones County, MS",2010,"27,932","25,384","2,548",9.1
CN2806900000000,28,69,"Kemper County, MS",2010,"3,906","3,330",576,14.7
CN2807100000000,28,71,"Lafayette County, MS",2010,"21,649","19,630","2,019",9.3
CN2807300000000,28,73,"Lamar County, MS",2010,"27,659","25,673","1,986",7.2
CN2807500000000,28,75,"Lauderdale County, MS",2010,"33,063","29,541","3,522",10.7
CN2807700000000,28,77,"Lawrence County, MS",2010,"5,147","4,534",613,11.9
CN2807900000000,28,79,"Leake County, MS",2010,"9,177","8,289",888,9.7
CN2808100000000,28,81,"Lee County, MS",2010,"39,180","35,112","4,068",10.4
CN2808300000000,28,83,"Leflore County, MS",2010,"11,604","9,825","1,779",15.3
CN2808500000000,28,85,"Lincoln County, MS",2010,"14,459","12,940","1,519",10.5
CN2808700000000,28,87,"Lowndes County, MS",2010,"26,144","23,046","3,098",11.8
CN2808900000000,28,89,"Madison County, MS",2010,"48,712","45,114","3,598",7.4
CN2809100000000,28,91,"Marion County, MS",2010,"10,544","9,259","1,285",12.2
CN2809300000000,28,93,"Marshall County, MS",2010,"15,497","13,626","1,871",12.1
CN2809500000000,28,95,"Monroe County, MS",2010,"16,300","14,157","2,143",13.1
CN2809700000000,28,97,"Montgomery County, MS",2010,"4,675","4,031",644,13.8
CN2809900000000,28,99,"Neshoba County, MS",2010,"11,806","10,579","1,227",10.4
CN2810100000000,28,101,"Newton County, MS",2010,"9,201","8,274",927,10.1
CN2810300000000,28,103,"Noxubee County, MS",2010,"4,430","3,731",699,15.8
CN2810500000000,28,105,"Oktibbeha County, MS",2010,"21,697","19,478","2,219",10.2
CN2810700000000,28,107,"Panola County, MS",2010,"14,409","12,457","1,952",13.5
CN2810900000000,28,109,"Pearl River County, MS",2010,"23,423","21,198","2,225",9.5
CN2811100000000,28,111,"Perry County, MS",2010,"4,636","4,004",632,13.6
CN2811300000000,28,113,"Pike County, MS",2010,"15,611","13,799","1,812",11.6
CN2811500000000,28,115,"Pontotoc County, MS",2010,"13,672","12,280","1,392",10.2
CN2811700000000,28,117,"Prentiss County, MS",2010,"11,604","10,235","1,369",11.8
CN2811900000000,28,119,"Quitman County, MS",2010,"3,197","2,721",476,14.9
CN2812100000000,28,121,"Rankin County, MS",2010,"70,858","66,002","4,856",6.9
CN2812300000000,28,123,"Scott County, MS",2010,"13,551","12,469","1,082",8.0
CN2812500000000,28,125,"Sharkey County, MS",2010,"2,059","1,760",299,14.5
CN2812700000000,28,127,"Simpson County, MS",2010,"11,372","10,304","1,068",9.4
CN2812900000000,28,129,"Smith County, MS",2010,"7,314","6,650",664,9.1
CN2813100000000,28,131,"Stone County, MS",2010,"6,843","6,117",726,10.6
CN2813300000000,28,133,"Sunflower County, MS",2010,"9,869","8,348","1,521",15.4
CN2813500000000,28,135,"Tallahatchie County, MS",2010,"5,885","5,166",719,12.2
CN2813700000000,28,137,"Tate County, MS",2010,"12,631","11,271","1,360",10.8
CN2813900000000,28,139,"Tippah County, MS",2010,"8,991","7,777","1,214",13.5
CN2814100000000,28,141,"Tishomingo County, MS",2010,"7,813","6,817",996,12.7
CN2814300000000,28,143,"Tunica County, MS",2010,"5,027","4,339",688,13.7
CN2814500000000,28,145,"Union County, MS",2010,"12,138","10,814","1,324",10.9
CN2814700000000,28,147,"Walthall County, MS",2010,"5,813","5,060",753,13.0
CN2814900000000,28,149,"Warren County, MS",2010,"23,335","20,888","2,447",10.5
CN2815100000000,28,151,"Washington County, MS",2010,"20,950","17,637","3,313",15.8
CN2815300000000,28,153,"Wayne County, MS",2010,"8,631","7,589","1,042",12.1
CN2815500000000,28,155,"Webster County, MS",2010,"4,372","3,868",504,11.5
CN2815700000000,28,157,"Wilkinson County, MS",2010,"3,444","2,968",476,13.8
CN2815900000000,28,159,"Winston County, MS",2010,"7,945","6,597","1,348",17.0
CN2816100000000,28,161,"Yalobusha County, MS",2010,"5,205","4,499",706,13.6
CN2816300000000,28,163,"Yazoo County, MS",2010,"9,913","8,701","1,212",12.2
CN2900100000000,29,1,"Adair County, MO",2010,"11,083","10,124",959,8.7
CN2900300000000,29,3,"Andrew County, MO",2010,"9,898","9,078",820,8.3
CN2900500000000,29,5,"Atchison County, MO",2010,"2,999","2,741",258,8.6
CN2900700000000,29,7,"Audrain County, MO",2010,"11,136","10,068","1,068",9.6
CN2900900000000,29,9,"Barry County, MO",2010,"15,616","14,109","1,507",9.7
CN2901100000000,29,11,"Barton County, MO",2010,"5,757","5,164",593,10.3
CN2901300000000,29,13,"Bates County, MO",2010,"8,397","7,474",923,11.0
CN2901500000000,29,15,"Benton County, MO",2010,"7,291","6,407",884,12.1
CN2901700000000,29,17,"Bollinger County, MO",2010,"5,842","5,254",588,10.1
CN2901900000000,29,19,"Boone County, MO",2010,"92,559","86,588","5,971",6.5
CN2902100000000,29,21,"Buchanan County, MO",2010,"46,660","42,383","4,277",9.2
CN2902300000000,29,23,"Butler County, MO",2010,"18,765","16,969","1,796",9.6
CN2902500000000,29,25,"Caldwell County, MO",2010,"4,560","4,124",436,9.6
CN2902700000000,29,27,"Callaway County, MO",2010,"22,377","20,524","1,853",8.3
CN2902900000000,29,29,"Camden County, MO",2010,"19,459","17,129","2,330",12.0
CN2903100000000,29,31,"Cape Girardeau County, MO",2010,"41,030","38,022","3,008",7.3
CN2903300000000,29,33,"Carroll County, MO",2010,"4,796","4,246",550,11.5
CN2903500000000,29,35,"Carter County, MO",2010,"2,666","2,359",307,11.5
CN2903700000000,29,37,"Cass County, MO",2010,"53,355","48,217","5,138",9.6
CN2903900000000,29,39,"Cedar County, MO",2010,"6,113","5,530",583,9.5
CN2904100000000,29,41,"Chariton County, MO",2010,"4,128","3,736",392,9.5
CN2904300000000,29,43,"Christian County, MO",2010,"40,861","37,420","3,441",8.4
CN2904500000000,29,45,"Clark County, MO",2010,"3,462","3,032",430,12.4
CN2904700000000,29,47,"Clay County, MO",2010,"125,001","114,532","10,469",8.4
CN2904900000000,29,49,"Clinton County, MO",2010,"11,071","10,002","1,069",9.7
CN2905100000000,29,51,"Cole County, MO",2010,"40,685","37,894","2,791",6.9
CN2905300000000,29,53,"Cooper County, MO",2010,"7,961","7,184",777,9.8
CN2905500000000,29,55,"Crawford County, MO",2010,"10,811","9,439","1,372",12.7
CN2905700000000,29,57,"Dade County, MO",2010,"3,402","3,071",331,9.7
CN2905900000000,29,59,"Dallas County, MO",2010,"7,285","6,369",916,12.6
CN2906100000000,29,61,"Daviess County, MO",2010,"4,011","3,617",394,9.8
CN2906300000000,29,63,"DeKalb County, MO",2010,"5,025","4,581",444,8.8
CN2906500000000,29,65,"Dent County, MO",2010,"6,512","5,838",674,10.4
CN2906700000000,29,67,"Douglas County, MO",2010,"5,249","4,612",637,12.1
CN2906900000000,29,69,"Dunklin County, MO",2010,"12,289","10,632","1,657",13.5
CN2907100000000,29,71,"Franklin County, MO",2010,"53,456","47,397","6,059",11.3
CN2907300000000,29,73,"Gasconade County, MO",2010,"7,752","6,943",809,10.4
CN2907500000000,29,75,"Gentry County, MO",2010,"3,523","3,245",278,7.9
CN2907700000000,29,77,"Greene County, MO",2010,"144,734","132,665","12,069",8.3
CN2907900000000,29,79,"Grundy County, MO",2010,"4,837","4,450",387,8.0
CN2908100000000,29,81,"Harrison County, MO",2010,"4,062","3,676",386,9.5
CN2908300000000,29,83,"Henry County, MO",2010,"10,139","9,045","1,094",10.8
CN2908500000000,29,85,"Hickory County, MO",2010,"3,677","3,213",464,12.6
CN2908700000000,29,87,"Holt County, MO",2010,"2,693","2,479",214,7.9
CN2908900000000,29,89,"Howard County, MO",2010,"5,002","4,565",437,8.7
CN2909100000000,29,91,"Howell County, MO",2010,"17,064","15,218","1,846",10.8
CN2909300000000,29,93,"Iron County, MO",2010,"3,574","2,977",597,16.7
CN2909500000000,29,95,"Jackson County, MO",2010,"361,018","322,489","38,529",10.7
CN2909700000000,29,97,"Jasper County, MO",2010,"59,026","54,018","5,008",8.5
CN2909900000000,29,99,"Jefferson County, MO",2010,"117,544","105,349","12,195",10.4
CN2910100000000,29,101,"Johnson County, MO",2010,"23,492","21,158","2,334",9.9
CN2910300000000,29,103,"Knox County, MO",2010,"2,007","1,851",156,7.8
CN2910500000000,29,105,"Laclede County, MO",2010,"15,918","13,942","1,976",12.4
CN2910700000000,29,107,"Lafayette County, MO",2010,"17,549","15,830","1,719",9.8
CN2910900000000,29,109,"Lawrence County, MO",2010,"17,558","15,925","1,633",9.3
CN2911100000000,29,111,"Lewis County, MO",2010,"5,203","4,759",444,8.5
CN2911300000000,29,113,"Lincoln County, MO",2010,"26,706","23,558","3,148",11.8
CN2911500000000,29,115,"Linn County, MO",2010,"5,450","4,766",684,12.6
CN2911700000000,29,117,"Livingston County, MO",2010,"7,146","6,563",583,8.2
CN2911900000000,29,119,"McDonald County, MO",2010,"10,360","9,411",949,9.2
CN2912100000000,29,121,"Macon County, MO",2010,"7,482","6,789",693,9.3
CN2912300000000,29,123,"Madison County, MO",2010,"5,457","4,793",664,12.2
CN2912500000000,29,125,"Maries County, MO",2010,"4,256","3,853",403,9.5
CN2912700000000,29,127,"Marion County, MO",2010,"14,770","13,427","1,343",9.1
CN2912900000000,29,129,"Mercer County, MO",2010,"1,796","1,646",150,8.4
CN2913100000000,29,131,"Miller County, MO",2010,"11,858","10,331","1,527",12.9
CN2913300000000,29,133,"Mississippi County, MO",2010,"6,108","5,518",590,9.7
CN2913500000000,29,135,"Moniteau County, MO",2010,"7,397","6,772",625,8.4
CN2913700000000,29,137,"Monroe County, MO",2010,"4,118","3,613",505,12.3
CN2913900000000,29,139,"Montgomery County, MO",2010,"6,047","5,374",673,11.1
CN2914100000000,29,141,"Morgan County, MO",2010,"7,984","6,824","1,160",14.5
CN2914300000000,29,143,"New Madrid County, MO",2010,"8,225","7,406",819,10.0
CN2914500000000,29,145,"Newton County, MO",2010,"28,759","26,175","2,584",9.0
CN2914700000000,29,147,"Nodaway County, MO",2010,"11,758","10,909",849,7.2
CN2914900000000,29,149,"Oregon County, MO",2010,"4,107","3,651",456,11.1
CN2915100000000,29,151,"Osage County, MO",2010,"7,467","6,951",516,6.9
CN2915300000000,29,153,"Ozark County, MO",2010,"3,602","3,179",423,11.7
CN2915500000000,29,155,"Pemiscot County, MO",2010,"7,205","6,306",899,12.5
CN2915700000000,29,157,"Perry County, MO",2010,"9,835","9,122",713,7.2
CN2915900000000,29,159,"Pettis County, MO",2010,"20,080","18,219","1,861",9.3
CN2916100000000,29,161,"Phelps County, MO",2010,"19,813","18,028","1,785",9.0
CN2916300000000,29,163,"Pike County, MO",2010,"8,241","7,433",808,9.8
CN2916500000000,29,165,"Platte County, MO",2010,"51,580","47,591","3,989",7.7
CN2916700000000,29,167,"Polk County, MO",2010,"14,405","12,924","1,481",10.3
CN2916900000000,29,169,"Pulaski County, MO",2010,"16,707","15,240","1,467",8.8
CN2917100000000,29,171,"Putnam County, MO",2010,"2,387","2,195",192,8.0
CN2917300000000,29,173,"Ralls County, MO",2010,"5,635","5,140",495,8.8
CN2917500000000,29,175,"Randolph County, MO",2010,"10,792","9,547","1,245",11.5
CN2917700000000,29,177,"Ray County, MO",2010,"11,572","10,383","1,189",10.3
CN2917900000000,29,179,"Reynolds County, MO",2010,"2,383","2,023",360,15.1
CN2918100000000,29,181,"Ripley County, MO",2010,"5,395","4,700",695,12.9
CN2918300000000,29,183,"St. Charles County, MO",2010,"205,228","188,398","16,830",8.2
CN2918500000000,29,185,"St. Clair County, MO",2010,"4,136","3,672",464,11.2
CN2918600000000,29,186,"Ste. Genevieve County, MO",2010,"9,404","8,436",968,10.3
CN2918700000000,29,187,"St. Francois County, MO",2010,"27,272","23,931","3,341",12.3
CN2918900000000,29,189,"St. Louis County, MO",2010,"535,129","487,371","47,758",8.9
CN2919500000000,29,195,"Saline County, MO",2010,"10,980","10,004",976,8.9
CN2919700000000,29,197,"Schuyler County, MO",2010,"1,960","1,757",203,10.4
CN2919900000000,29,199,"Scotland County, MO",2010,"2,306","2,120",186,8.1
CN2920100000000,29,201,"Scott County, MO",2010,"19,006","17,161","1,845",9.7
CN2920300000000,29,203,"Shannon County, MO",2010,"3,243","2,762",481,14.8
CN2920500000000,29,205,"Shelby County, MO",2010,"3,241","2,962",279,8.6
CN2920700000000,29,207,"Stoddard County, MO",2010,"13,607","12,186","1,421",10.4
CN2920900000000,29,209,"Stone County, MO",2010,"14,494","12,492","2,002",13.8
CN2921100000000,29,211,"Sullivan County, MO",2010,"2,937","2,678",259,8.8
CN2921300000000,29,213,"Taney County, MO",2010,"26,075","22,447","3,628",13.9
CN2921500000000,29,215,"Texas County, MO",2010,"9,841","8,758","1,083",11.0
CN2921700000000,29,217,"Vernon County, MO",2010,"9,572","8,781",791,8.3
CN2921900000000,29,219,"Warren County, MO",2010,"17,262","15,364","1,898",11.0
CN2922100000000,29,221,"Washington County, MO",2010,"10,256","8,787","1,469",14.3
CN2922300000000,29,223,"Wayne County, MO",2010,"5,565","4,965",600,10.8
CN2922500000000,29,225,"Webster County, MO",2010,"16,383","14,660","1,723",10.5
CN2922700000000,29,227,"Worth County, MO",2010,"1,249","1,164",85,6.8
CN2922900000000,29,229,"Wright County, MO",2010,"7,612","6,707",905,11.9
CN2951000000000,29,510,"St. Louis city, MO",2010,"164,915","145,959","18,956",11.5
CN3000100000000,30,1,"Beaverhead County, MT",2010,"5,010","4,713",297,5.9
CN3000300000000,30,3,"Big Horn County, MT",2010,"5,525","4,920",605,11.0
CN3000500000000,30,5,"Blaine County, MT",2010,"2,522","2,354",168,6.7
CN3000700000000,30,7,"Broadwater County, MT",2010,"2,508","2,322",186,7.4
CN3000900000000,30,9,"Carbon County, MT",2010,"5,330","4,988",342,6.4
CN3001100000000,30,11,"Carter County, MT",2010,725,697,28,3.9
CN3001300000000,30,13,"Cascade County, MT",2010,"38,447","35,996","2,451",6.4
CN3001500000000,30,15,"Chouteau County, MT",2010,"2,738","2,618",120,4.4
CN3001700000000,30,17,"Custer County, MT",2010,"6,400","6,110",290,4.5
CN3001900000000,30,19,"Daniels County, MT",2010,946,913,33,3.5
CN3002100000000,30,21,"Dawson County, MT",2010,"4,513","4,323",190,4.2
CN3002300000000,30,23,"Deer Lodge County, MT",2010,"5,181","4,864",317,6.1
CN3002500000000,30,25,"Fallon County, MT",2010,"1,898","1,840",58,3.1
CN3002700000000,30,27,"Fergus County, MT",2010,"6,017","5,631",386,6.4
CN3002900000000,30,29,"Flathead County, MT",2010,"43,786","38,512","5,274",12.0
CN3003100000000,30,31,"Gallatin County, MT",2010,"50,768","47,316","3,452",6.8
CN3003300000000,30,33,"Garfield County, MT",2010,763,736,27,3.5
CN3003500000000,30,35,"Glacier County, MT",2010,"6,260","5,648",612,9.8
CN3003700000000,30,37,"Golden Valley County, MT",2010,418,390,28,6.7
CN3003900000000,30,39,"Granite County, MT",2010,"1,458","1,323",135,9.3
CN3004100000000,30,41,"Hill County, MT",2010,"7,982","7,518",464,5.8
CN3004300000000,30,43,"Jefferson County, MT",2010,"5,628","5,274",354,6.3
CN3004500000000,30,45,"Judith Basin County, MT",2010,"1,009",944,65,6.4
CN3004700000000,30,47,"Lake County, MT",2010,"12,644","11,512","1,132",9.0
CN3004900000000,30,49,"Lewis and Clark County, MT",2010,"34,314","32,427","1,887",5.5
CN3005100000000,30,51,"Liberty County, MT",2010,"1,033",988,45,4.4
CN3005300000000,30,53,"Lincoln County, MT",2010,"8,429","7,167","1,262",15.0
CN3005500000000,30,55,"McCone County, MT",2010,"1,131","1,098",33,2.9
CN3005700000000,30,57,"Madison County, MT",2010,"4,155","3,840",315,7.6
CN3005900000000,30,59,"Meagher County, MT",2010,935,860,75,8.0
CN3006100000000,30,61,"Mineral County, MT",2010,"1,789","1,566",223,12.5
CN3006300000000,30,63,"Missoula County, MT",2010,"58,536","54,244","4,292",7.3
CN3006500000000,30,65,"Musselshell County, MT",2010,"2,381","2,217",164,6.9
CN3006700000000,30,67,"Park County, MT",2010,"7,890","7,199",691,8.8
CN3006900000000,30,69,"Petroleum County, MT",2010,299,283,16,5.4
CN3007100000000,30,71,"Phillips County, MT",2010,"2,208","2,058",150,6.8
CN3007300000000,30,73,"Pondera County, MT",2010,"2,953","2,780",173,5.9
CN3007500000000,30,75,"Powder River County, MT",2010,"1,044","1,005",39,3.7
CN3007700000000,30,77,"Powell County, MT",2010,"2,959","2,735",224,7.6
CN3007900000000,30,79,"Prairie County, MT",2010,567,538,29,5.1
CN3008100000000,30,81,"Ravalli County, MT",2010,"18,864","17,095","1,769",9.4
CN3008300000000,30,83,"Richland County, MT",2010,"5,763","5,545",218,3.8
CN3008500000000,30,85,"Roosevelt County, MT",2010,"4,583","4,268",315,6.9
CN3008700000000,30,87,"Rosebud County, MT",2010,"4,358","4,054",304,7.0
CN3008900000000,30,89,"Sanders County, MT",2010,"5,000","4,345",655,13.1
CN3009100000000,30,91,"Sheridan County, MT",2010,"1,819","1,752",67,3.7
CN3009300000000,30,93,"Silver Bow County, MT",2010,"16,952","15,846","1,106",6.5
CN3009500000000,30,95,"Stillwater County, MT",2010,"4,762","4,484",278,5.8
CN3009700000000,30,97,"Sweet Grass County, MT",2010,"1,738","1,643",95,5.5
CN3009900000000,30,99,"Teton County, MT",2010,"3,030","2,849",181,6.0
CN3010100000000,30,101,"Toole County, MT",2010,"2,448","2,336",112,4.6
CN3010300000000,30,103,"Treasure County, MT",2010,398,377,21,5.3
CN3010500000000,30,105,"Valley County, MT",2010,"3,910","3,719",191,4.9
CN3010700000000,30,107,"Wheatland County, MT",2010,861,793,68,7.9
CN3010900000000,30,109,"Wibaux County, MT",2010,529,507,22,4.2
CN3011100000000,30,111,"Yellowstone County, MT",2010,"76,415","71,920","4,495",5.9
CN3100100000000,31,1,"Adams County, NE",2010,"16,494","15,713",781,4.7
CN3100300000000,31,3,"Antelope County, NE",2010,"3,526","3,400",126,3.6
CN3100500000000,31,5,"Arthur County, NE",2010,226,208,18,8.0
CN3100700000000,31,7,"Banner County, NE",2010,413,395,18,4.4
CN3100900000000,31,9,"Blaine County, NE",2010,258,245,13,5.0
CN3101100000000,31,11,"Boone County, NE",2010,"2,959","2,855",104,3.5
CN3101300000000,31,13,"Box Butte County, NE",2010,"5,852","5,561",291,5.0
CN3101500000000,31,15,"Boyd County, NE",2010,"1,107","1,064",43,3.9
CN3101700000000,31,17,"Brown County, NE",2010,"1,461","1,393",68,4.7
CN3101900000000,31,19,"Buffalo County, NE",2010,"26,386","25,429",957,3.6
CN3102100000000,31,21,"Burt County, NE",2010,"3,641","3,425",216,5.9
CN3102300000000,31,23,"Butler County, NE",2010,"4,651","4,469",182,3.9
CN3102500000000,31,25,"Cass County, NE",2010,"13,404","12,649",755,5.6
CN3102700000000,31,27,"Cedar County, NE",2010,"4,627","4,462",165,3.6
CN3102900000000,31,29,"Chase County, NE",2010,"2,293","2,229",64,2.8
CN3103100000000,31,31,"Cherry County, NE",2010,"3,385","3,285",100,3.0
CN3103300000000,31,33,"Cheyenne County, NE",2010,"5,558","5,356",202,3.6
CN3103500000000,31,35,"Clay County, NE",2010,"3,433","3,286",147,4.3
CN3103700000000,31,37,"Colfax County, NE",2010,"5,659","5,436",223,3.9
CN3103900000000,31,39,"Cuming County, NE",2010,"4,863","4,685",178,3.7
CN3104100000000,31,41,"Custer County, NE",2010,"5,986","5,766",220,3.7
CN3104300000000,31,43,"Dakota County, NE",2010,"11,299","10,470",829,7.3
CN3104500000000,31,45,"Dawes County, NE",2010,"5,499","5,281",218,4.0
CN3104700000000,31,47,"Dawson County, NE",2010,"13,210","12,559",651,4.9
CN3104900000000,31,49,"Deuel County, NE",2010,"1,031",991,40,3.9
CN3105100000000,31,51,"Dixon County, NE",2010,"3,115","2,966",149,4.8
CN3105300000000,31,53,"Dodge County, NE",2010,"18,851","17,855",996,5.3
CN3105500000000,31,55,"Douglas County, NE",2010,"279,280","264,986","14,294",5.1
CN3105700000000,31,57,"Dundy County, NE",2010,"1,216","1,178",38,3.1
CN3105900000000,31,59,"Fillmore County, NE",2010,"3,240","3,119",121,3.7
CN3106100000000,31,61,"Franklin County, NE",2010,"1,634","1,563",71,4.3
CN3106300000000,31,63,"Frontier County, NE",2010,"1,596","1,536",60,3.8
CN3106500000000,31,65,"Furnas County, NE",2010,"2,661","2,571",90,3.4
CN3106700000000,31,67,"Gage County, NE",2010,"11,408","10,752",656,5.8
CN3106900000000,31,69,"Garden County, NE",2010,"1,266","1,214",52,4.1
CN3107100000000,31,71,"Garfield County, NE",2010,"1,202","1,165",37,3.1
CN3107300000000,31,73,"Gosper County, NE",2010,"1,147","1,106",41,3.6
CN3107500000000,31,75,"Grant County, NE",2010,421,405,16,3.8
CN3107700000000,31,77,"Greeley County, NE",2010,"1,360","1,311",49,3.6
CN3107900000000,31,79,"Hall County, NE",2010,"31,519","30,054","1,465",4.6
CN3108100000000,31,81,"Hamilton County, NE",2010,"4,806","4,625",181,3.8
CN3108300000000,31,83,"Harlan County, NE",2010,"1,893","1,832",61,3.2
CN3108500000000,31,85,"Hayes County, NE",2010,640,618,22,3.4
CN3108700000000,31,87,"Hitchcock County, NE",2010,"1,400","1,328",72,5.1
CN3108900000000,31,89,"Holt County, NE",2010,"5,832","5,621",211,3.6
CN3109100000000,31,91,"Hooker County, NE",2010,410,389,21,5.1
CN3109300000000,31,93,"Howard County, NE",2010,"3,346","3,198",148,4.4
CN3109500000000,31,95,"Jefferson County, NE",2010,"4,251","4,050",201,4.7
CN3109700000000,31,97,"Johnson County, NE",2010,"2,343","2,234",109,4.7
CN3109900000000,31,99,"Kearney County, NE",2010,"3,796","3,663",133,3.5
CN3110100000000,31,101,"Keith County, NE",2010,"4,585","4,390",195,4.3
CN3110300000000,31,103,"Keya Paha County, NE",2010,568,548,20,3.5
CN3110500000000,31,105,"Kimball County, NE",2010,"2,124","2,024",100,4.7
CN3110700000000,31,107,"Knox County, NE",2010,"4,751","4,554",197,4.1
CN3110900000000,31,109,"Lancaster County, NE",2010,"162,567","155,716","6,851",4.2
CN3111100000000,31,111,"Lincoln County, NE",2010,"19,401","18,524",877,4.5
CN3111300000000,31,113,"Logan County, NE",2010,492,470,22,4.5
CN3111500000000,31,115,"Loup County, NE",2010,368,347,21,5.7
CN3111700000000,31,117,"McPherson County, NE",2010,353,343,10,2.8
CN3111900000000,31,119,"Madison County, NE",2010,"18,950","18,151",799,4.2
CN3112100000000,31,121,"Merrick County, NE",2010,"4,199","4,010",189,4.5
CN3112300000000,31,123,"Morrill County, NE",2010,"2,650","2,542",108,4.1
CN3112500000000,31,125,"Nance County, NE",2010,"1,980","1,903",77,3.9
CN3112700000000,31,127,"Nemaha County, NE",2010,"3,851","3,646",205,5.3
CN3112900000000,31,129,"Nuckolls County, NE",2010,"2,441","2,341",100,4.1
CN3113100000000,31,131,"Otoe County, NE",2010,"8,476","8,048",428,5.0
CN3113300000000,31,133,"Pawnee County, NE",2010,"1,586","1,523",63,4.0
CN3113500000000,31,135,"Perkins County, NE",2010,"1,769","1,710",59,3.3
CN3113700000000,31,137,"Phelps County, NE",2010,"4,958","4,781",177,3.6
CN3113900000000,31,139,"Pierce County, NE",2010,"4,175","4,022",153,3.7
CN3114100000000,31,141,"Platte County, NE",2010,"17,655","16,910",745,4.2
CN3114300000000,31,143,"Polk County, NE",2010,"2,958","2,839",119,4.0
CN3114500000000,31,145,"Red Willow County, NE",2010,"6,216","5,989",227,3.7
CN3114700000000,31,147,"Richardson County, NE",2010,"4,328","4,058",270,6.2
